"","slope_mean_link_identity","pvalue_link_identity_slope_diff_zero","slope_mean_link_log","pvalue_link_log_slope_diff_zero"
"1",-0.00143819225389048,0.0155395227549777,-0.000855828825243443,0.0253392394820563
