AB_Specificity;a;data_annual_rebound_rate;x;y
0.9;0.01;0.32;6.12;388
0.9;0.02;0.32;6.24;388
0.9;0.03;0.32;6.36;388
0.9;0.04;0.32;6.48;388
0.9;0.05;0.32;6.6;388
0.9;0.06;0.32;6.72;388
0.9;0.07;0.32;6.84;388
0.9;0.08;0.32;6.96;388
0.9;0.09;0.32;7.08;388
0.9;0.1;0.32;7.2;388
0.9;0.11;0.32;7.32;388
0.9;0.12;0.32;7.44;388
0.9;0.13;0.32;7.56;388
0.9;0.14;0.32;7.68;388
0.9;0.15;0.32;7.8;388
0.9;0.16;0.32;7.92;388
0.9;0.17;0.32;8.04;388
0.9;0.18;0.32;8.16;388
0.9;0.19;0.32;8.28;388
0.9;0.2;0.32;8.4;388
0.9;0.21;0.32;8.52;388
0.9;0.22;0.32;8.64;388
0.9;0.23;0.32;8.76;388
0.9;0.24;0.32;8.88;388
0.9;0.25;0.32;9;388
0.9;0.26;0.32;9.12;388
0.9;0.27;0.32;9.24;388
0.9;0.28;0.32;9.36;388
0.9;0.29;0.32;9.48;388
0.9;0.3;0.32;9.6;388
0.9;0.31;0.32;9.72;388
0.9;0.32;0.32;9.84;388
0.9;0.33;0.32;9.96;388
0.9;0.34;0.32;10.08;388
0.9;0.35;0.32;10.2;388
0.9;0.36;0.32;10.32;388
0.9;0.37;0.32;10.44;388
0.9;0.38;0.32;10.56;388
0.9;0.39;0.32;10.68;388
0.9;0.4;0.32;10.8;388
0.9;0;0.33;6;397
0.9;0.01;0.33;6.12;397
0.9;0.02;0.33;6.24;397
0.9;0.03;0.33;6.36;397
0.9;0.04;0.33;6.48;397
0.9;0.05;0.33;6.6;397
0.9;0.06;0.33;6.72;397
0.9;0.07;0.33;6.84;397
0.9;0.08;0.33;6.96;397
0.9;0.09;0.33;7.08;397
0.9;0.1;0.33;7.2;397
0.9;0.11;0.33;7.32;397
0.9;0.12;0.33;7.44;397
0.9;0.13;0.33;7.56;397
0.9;0.14;0.33;7.68;397
0.9;0.15;0.33;7.8;397
0.9;0.16;0.33;7.92;397
0.9;0.17;0.33;8.04;397
0.9;0.18;0.33;8.16;397
0.9;0.19;0.33;8.28;397
0.9;0.2;0.33;8.4;397
0.9;0.21;0.33;8.52;397
0.9;0.22;0.33;8.64;397
0.9;0.23;0.33;8.76;397
0.9;0.24;0.33;8.88;397
0.9;0.25;0.33;9;397
0.9;0.26;0.33;9.12;397
0.9;0.27;0.33;9.24;397
0.9;0.28;0.33;9.36;397
0.9;0.29;0.33;9.48;397
0.9;0.3;0.33;9.6;397
0.9;0.31;0.33;9.72;397
0.9;0.32;0.33;9.84;397
0.9;0.33;0.33;9.96;397
0.9;0.34;0.33;10.08;397
0.9;0.35;0.33;10.2;397
0.9;0.36;0.33;10.32;397
0.9;0.37;0.33;10.44;397
0.9;0.38;0.33;10.56;397
0.9;0.39;0.33;10.68;397
0.9;0.4;0.33;10.8;397
0.9;0;0.34;6;406
0.9;0.01;0.34;6.12;406
0.9;0.02;0.34;6.24;406
0.9;0.03;0.34;6.36;406
0.9;0.04;0.34;6.48;406
0.9;0.05;0.34;6.6;406
0.9;0.06;0.34;6.72;406
0.9;0.07;0.34;6.84;406
0.9;0.08;0.34;6.96;406
0.9;0.09;0.34;7.08;406
0.9;0.1;0.34;7.2;406
0.9;0.11;0.34;7.32;406
0.9;0.12;0.34;7.44;406
0.9;0.13;0.34;7.56;406
0.9;0.14;0.34;7.68;406
0.9;0.15;0.34;7.8;406
0.9;0.16;0.34;7.92;406
0.9;0.17;0.34;8.04;406
0.9;0.18;0.34;8.16;406
0.9;0.19;0.34;8.28;406
0.9;0.2;0.34;8.4;406
0.9;0.21;0.34;8.52;406
0.9;0.22;0.34;8.64;406
0.9;0.23;0.34;8.76;406
0.9;0.24;0.34;8.88;406
0.9;0.25;0.34;9;406
0.9;0.26;0.34;9.12;406
0.9;0.27;0.34;9.24;406
0.9;0.28;0.34;9.36;406
0.9;0.29;0.34;9.48;406
0.9;0.3;0.34;9.6;406
0.9;0.31;0.34;9.72;406
0.9;0.32;0.34;9.84;406
0.9;0.33;0.34;9.96;406
0.9;0.34;0.34;10.08;406
0.9;0.35;0.34;10.2;406
0.9;0.36;0.34;10.32;406
0.9;0.37;0.34;10.44;406
0.9;0.38;0.34;10.56;406
0.9;0.39;0.34;10.68;406
0.9;0.4;0.34;10.8;406
0.9;0;0.35;6;415
0.9;0.01;0.35;6.12;415
0.9;0.02;0.35;6.24;415
0.9;0.03;0.35;6.36;415
0.9;0.04;0.35;6.48;415
0.9;0.05;0.35;6.6;415
0.9;0.06;0.35;6.72;415
0.9;0.07;0.35;6.84;415
0.9;0.08;0.35;6.96;415
0.9;0.09;0.35;7.08;415
0.9;0.1;0.35;7.2;415
0.9;0.11;0.35;7.32;415
0.9;0.12;0.35;7.44;415
0.9;0.13;0.35;7.56;415
0.9;0.14;0.35;7.68;415
0.9;0.15;0.35;7.8;415
0.9;0.16;0.35;7.92;415
0.9;0.17;0.35;8.04;415
0.9;0.18;0.35;8.16;415
0.9;0.19;0.35;8.28;415
0.9;0.2;0.35;8.4;415
0.9;0.21;0.35;8.52;415
0.9;0.22;0.35;8.64;415
0.9;0.23;0.35;8.76;415
0.9;0.24;0.35;8.88;415
0.9;0.25;0.35;9;415
0.9;0.26;0.35;9.12;415
0.9;0.27;0.35;9.24;415
0.9;0.28;0.35;9.36;415
0.9;0.29;0.35;9.48;415
0.9;0.3;0.35;9.6;415
0.9;0.31;0.35;9.72;415
0.9;0.32;0.35;9.84;415
0.9;0.33;0.35;9.96;415
0.9;0.34;0.35;10.08;415
0.9;0.35;0.35;10.2;415
0.9;0.36;0.35;10.32;415
0.9;0.37;0.35;10.44;415
0.9;0.38;0.35;10.56;415
0.9;0.39;0.35;10.68;415
0.9;0.4;0.35;10.8;415
0.9;0;0.36;6;424
0.9;0.01;0.36;6.12;424
0.9;0.02;0.36;6.24;424
0.9;0.03;0.36;6.36;424
0.9;0.04;0.36;6.48;424
0.9;0.05;0.36;6.6;424
0.9;0.06;0.36;6.72;424
0.9;0.07;0.36;6.84;424
0.9;0.08;0.36;6.96;424
0.9;0.09;0.36;7.08;424
0.9;0.1;0.36;7.2;424
0.9;0.11;0.36;7.32;424
0.9;0.12;0.36;7.44;424
0.9;0.13;0.36;7.56;424
0.9;0.14;0.36;7.68;424
0.9;0.15;0.36;7.8;424
0.9;0.16;0.36;7.92;424
0.9;0.17;0.36;8.04;424
0.9;0.18;0.36;8.16;424
0.9;0.19;0.36;8.28;424
0.9;0.2;0.36;8.4;424
0.9;0.21;0.36;8.52;424
0.9;0.22;0.36;8.64;424
0.9;0.23;0.36;8.76;424
0.9;0.24;0.36;8.88;424
0.9;0.25;0.36;9;424
0.9;0.26;0.36;9.12;424
0.9;0.27;0.36;9.24;424
0.9;0.28;0.36;9.36;424
0.9;0.29;0.36;9.48;424
0.9;0.3;0.36;9.6;424
0.9;0.31;0.36;9.72;424
0.9;0.32;0.36;9.84;424
0.9;0.33;0.36;9.96;424
0.9;0.34;0.36;10.08;424
0.9;0.35;0.36;10.2;424
0.9;0.36;0.36;10.32;424
0.9;0.37;0.36;10.44;424
0.9;0.38;0.36;10.56;424
0.9;0.39;0.36;10.68;424
0.9;0.4;0.36;10.8;424
0.9;0;0.37;6;433
0.9;0.01;0.37;6.12;433
0.9;0.02;0.37;6.24;433
0.9;0.03;0.37;6.36;433
0.9;0.04;0.37;6.48;433
0.9;0.05;0.37;6.6;433
0.9;0.06;0.37;6.72;433
0.9;0.07;0.37;6.84;433
0.9;0.08;0.37;6.96;433
0.9;0.09;0.37;7.08;433
0.9;0.1;0.37;7.2;433
0.9;0.11;0.37;7.32;433
0.9;0.12;0.37;7.44;433
0.9;0.13;0.37;7.56;433
0.9;0.14;0.37;7.68;433
0.9;0.15;0.37;7.8;433
0.9;0.16;0.37;7.92;433
0.9;0.17;0.37;8.04;433
0.9;0.18;0.37;8.16;433
0.9;0.19;0.37;8.28;433
0.9;0.2;0.37;8.4;433
0.9;0.21;0.37;8.52;433
0.9;0.22;0.37;8.64;433
0.9;0.23;0.37;8.76;433
0.9;0.24;0.37;8.88;433
0.9;0.25;0.37;9;433
0.9;0.26;0.37;9.12;433
0.9;0.27;0.37;9.24;433
0.9;0.28;0.37;9.36;433
0.9;0.29;0.37;9.48;433
0.9;0.3;0.37;9.6;433
0.9;0.31;0.37;9.72;433
0.9;0.32;0.37;9.84;433
0.9;0.33;0.37;9.96;433
0.9;0.34;0.37;10.08;433
0.9;0.35;0.37;10.2;433
0.9;0.36;0.37;10.32;433
0.9;0.37;0.37;10.44;433
0.9;0.38;0.37;10.56;433
0.9;0.39;0.37;10.68;433
0.9;0.4;0.37;10.8;433
0.9;0;0.38;6;442
0.9;0.01;0.38;6.12;442
0.9;0.02;0.38;6.24;442
0.9;0.03;0.38;6.36;442
0.9;0.04;0.38;6.48;442
0.9;0.05;0.38;6.6;442
0.9;0.06;0.38;6.72;442
0.9;0.07;0.38;6.84;442
0.9;0.08;0.38;6.96;442
0.9;0.09;0.38;7.08;442
0.9;0.1;0.38;7.2;442
0.9;0.11;0.38;7.32;442
0.9;0.12;0.38;7.44;442
0.9;0.13;0.38;7.56;442
0.9;0.14;0.38;7.68;442
0.9;0.15;0.38;7.8;442
0.9;0.16;0.38;7.92;442
0.9;0.17;0.38;8.04;442
0.9;0.18;0.38;8.16;442
0.9;0.19;0.38;8.28;442
0.9;0.2;0.38;8.4;442
0.9;0.21;0.38;8.52;442
0.9;0.22;0.38;8.64;442
0.9;0.23;0.38;8.76;442
0.9;0.24;0.38;8.88;442
0.9;0.25;0.38;9;442
0.9;0.26;0.38;9.12;442
0.9;0.27;0.38;9.24;442
0.9;0.28;0.38;9.36;442
0.9;0.29;0.38;9.48;442
0.9;0.3;0.38;9.6;442
0.9;0.31;0.38;9.72;442
0.9;0.32;0.38;9.84;442
0.9;0.33;0.38;9.96;442
0.9;0.34;0.38;10.08;442
0.9;0.35;0.38;10.2;442
0.9;0.36;0.38;10.32;442
0.9;0.37;0.38;10.44;442
0.9;0.38;0.38;10.56;442
0.9;0.39;0.38;10.68;442
0.9;0.4;0.38;10.8;442
0.9;0;0.39;6;451
0.9;0.01;0.39;6.12;451
0.9;0.02;0.39;6.24;451
0.9;0.03;0.39;6.36;451
0.9;0.04;0.39;6.48;451
0.9;0.05;0.39;6.6;451
0.9;0.06;0.39;6.72;451
0.9;0.07;0.39;6.84;451
0.9;0.08;0.39;6.96;451
0.9;0.09;0.39;7.08;451
0.9;0.1;0.39;7.2;451
0.9;0.11;0.39;7.32;451
0.9;0.12;0.39;7.44;451
0.9;0.13;0.39;7.56;451
0.9;0.14;0.39;7.68;451
0.9;0.15;0.39;7.8;451
0.9;0.16;0.39;7.92;451
0.9;0.17;0.39;8.04;451
0.9;0.18;0.39;8.16;451
0.9;0.19;0.39;8.28;451
0.9;0.2;0.39;8.4;451
0.9;0.21;0.39;8.52;451
0.9;0.22;0.39;8.64;451
0.9;0.23;0.39;8.76;451
0.9;0.24;0.39;8.88;451
0.9;0.25;0.39;9;451
0.9;0.26;0.39;9.12;451
0.9;0.27;0.39;9.24;451
0.9;0.28;0.39;9.36;451
0.9;0.29;0.39;9.48;451
0.9;0.3;0.39;9.6;451
0.9;0.31;0.39;9.72;451
0.9;0.32;0.39;9.84;451
0.9;0.33;0.39;9.96;451
0.9;0.34;0.39;10.08;451
0.9;0.35;0.39;10.2;451
0.9;0.36;0.39;10.32;451
0.9;0.37;0.39;10.44;451
0.9;0.38;0.39;10.56;451
0.9;0.39;0.39;10.68;451
0.9;0.4;0.39;10.8;451
0.9;0;0.4;6;460
0.9;0.01;0.4;6.12;460
0.9;0.02;0.4;6.24;460
0.9;0.03;0.4;6.36;460
0.9;0.04;0.4;6.48;460
0.9;0.05;0.4;6.6;460
0.9;0.06;0.4;6.72;460
0.9;0.07;0.4;6.84;460
0.9;0.08;0.4;6.96;460
0.9;0.09;0.4;7.08;460
0.9;0.1;0.4;7.2;460
0.9;0.11;0.4;7.32;460
0.9;0.12;0.4;7.44;460
0.9;0.13;0.4;7.56;460
0.9;0.14;0.4;7.68;460
0.9;0.15;0.4;7.8;460
0.9;0.16;0.4;7.92;460
0.9;0.17;0.4;8.04;460
0.9;0.18;0.4;8.16;460
0.9;0.19;0.4;8.28;460
0.9;0.2;0.4;8.4;460
0.9;0.21;0.4;8.52;460
0.9;0.22;0.4;8.64;460
0.9;0.23;0.4;8.76;460
0.9;0.24;0.4;8.88;460
0.9;0.25;0.4;9;460
0.9;0.26;0.4;9.12;460
0.9;0.27;0.4;9.24;460
0.9;0.28;0.4;9.36;460
0.9;0.29;0.4;9.48;460
0.9;0.3;0.4;9.6;460
0.9;0.31;0.4;9.72;460
0.9;0.32;0.4;9.84;460
0.9;0.33;0.4;9.96;460
0.9;0.34;0.4;10.08;460
0.9;0.35;0.4;10.2;460
0.9;0.36;0.4;10.32;460
0.9;0.37;0.4;10.44;460
0.9;0.38;0.4;10.56;460
0.9;0.39;0.4;10.68;460
0.9;0.4;0.4;10.8;460
0.9;0;0.41;6;469
0.9;0.01;0.41;6.12;469
0.9;0.02;0.41;6.24;469
0.9;0.03;0.41;6.36;469
0.9;0.04;0.41;6.48;469
0.9;0.05;0.41;6.6;469
0.9;0.06;0.41;6.72;469
0.9;0.07;0.41;6.84;469
0.9;0.08;0.41;6.96;469
0.9;0.09;0.41;7.08;469
0.9;0.1;0.41;7.2;469
0.9;0.11;0.41;7.32;469
0.9;0.12;0.41;7.44;469
0.9;0.13;0.41;7.56;469
0.9;0.14;0.41;7.68;469
0.9;0.15;0.41;7.8;469
0.9;0.16;0.41;7.92;469
0.9;0.17;0.41;8.04;469
0.9;0.18;0.41;8.16;469
0.9;0.19;0.41;8.28;469
0.9;0.2;0.41;8.4;469
0.9;0.21;0.41;8.52;469
0.9;0.22;0.41;8.64;469
0.9;0.23;0.41;8.76;469
0.9;0.24;0.41;8.88;469
0.9;0.25;0.41;9;469
0.9;0.26;0.41;9.12;469
0.9;0.27;0.41;9.24;469
0.9;0.28;0.41;9.36;469
0.9;0.29;0.41;9.48;469
0.9;0.3;0.41;9.6;469
0.9;0.31;0.41;9.72;469
0.9;0.32;0.41;9.84;469
0.9;0.33;0.41;9.96;469
0.9;0.34;0.41;10.08;469
0.9;0.35;0.41;10.2;469
0.9;0.36;0.41;10.32;469
0.9;0.37;0.41;10.44;469
0.9;0.38;0.41;10.56;469
0.9;0.39;0.41;10.68;469
0.9;0.4;0.41;10.8;469
0.9;0;0.42;6;478
0.9;0.01;0.42;6.12;478
0.9;0.02;0.42;6.24;478
0.9;0.03;0.42;6.36;478
0.9;0.04;0.42;6.48;478
0.9;0.05;0.42;6.6;478
0.9;0.06;0.42;6.72;478
0.9;0.07;0.42;6.84;478
0.9;0.08;0.42;6.96;478
0.9;0.09;0.42;7.08;478
0.9;0.1;0.42;7.2;478
0.9;0.11;0.42;7.32;478
0.9;0.12;0.42;7.44;478
0.9;0.13;0.42;7.56;478
0.9;0.14;0.42;7.68;478
0.9;0.15;0.42;7.8;478
0.9;0.16;0.42;7.92;478
0.9;0.17;0.42;8.04;478
0.9;0.18;0.42;8.16;478
0.9;0.19;0.42;8.28;478
0.9;0.2;0.42;8.4;478
0.9;0.21;0.42;8.52;478
0.9;0.22;0.42;8.64;478
0.9;0.23;0.42;8.76;478
0.9;0.24;0.42;8.88;478
0.9;0.25;0.42;9;478
0.9;0.26;0.42;9.12;478
0.9;0.27;0.42;9.24;478
0.9;0.28;0.42;9.36;478
0.9;0.29;0.42;9.48;478
0.9;0.3;0.42;9.6;478
0.9;0.31;0.42;9.72;478
0.9;0.32;0.42;9.84;478
0.9;0.33;0.42;9.96;478
0.9;0.34;0.42;10.08;478
0.9;0.35;0.42;10.2;478
0.9;0.36;0.42;10.32;478
0.9;0.37;0.42;10.44;478
0.9;0.38;0.42;10.56;478
0.9;0.39;0.42;10.68;478
0.9;0.4;0.42;10.8;478
0.9;0;0.43;6;487
0.9;0.01;0.43;6.12;487
0.9;0.02;0.43;6.24;487
0.9;0.03;0.43;6.36;487
0.9;0.04;0.43;6.48;487
0.9;0.05;0.43;6.6;487
0.9;0.06;0.43;6.72;487
0.9;0.07;0.43;6.84;487
0.9;0.08;0.43;6.96;487
0.9;0.09;0.43;7.08;487
0.9;0.1;0.43;7.2;487
0.9;0.11;0.43;7.32;487
0.9;0.12;0.43;7.44;487
0.9;0.13;0.43;7.56;487
0.9;0.14;0.43;7.68;487
0.9;0.15;0.43;7.8;487
0.9;0.16;0.43;7.92;487
0.9;0.17;0.43;8.04;487
0.9;0.18;0.43;8.16;487
0.9;0.19;0.43;8.28;487
0.9;0.2;0.43;8.4;487
0.9;0.21;0.43;8.52;487
0.9;0.22;0.43;8.64;487
0.9;0.23;0.43;8.76;487
0.9;0.24;0.43;8.88;487
0.9;0.25;0.43;9;487
0.9;0.26;0.43;9.12;487
0.9;0.27;0.43;9.24;487
0.9;0.28;0.43;9.36;487
0.9;0.29;0.43;9.48;487
0.9;0.3;0.43;9.6;487
0.9;0.31;0.43;9.72;487
0.9;0.32;0.43;9.84;487
0.9;0.33;0.43;9.96;487
0.9;0.34;0.43;10.08;487
0.9;0.35;0.43;10.2;487
0.9;0.36;0.43;10.32;487
0.9;0.37;0.43;10.44;487
0.9;0.38;0.43;10.56;487
0.9;0.39;0.43;10.68;487
0.9;0.4;0.43;10.8;487
0.9;0;0.44;6;496
0.9;0.01;0.44;6.12;496
0.9;0.02;0.44;6.24;496
0.9;0.03;0.44;6.36;496
0.9;0.04;0.44;6.48;496
0.9;0.05;0.44;6.6;496
0.9;0.06;0.44;6.72;496
0.9;0.07;0.44;6.84;496
0.9;0.08;0.44;6.96;496
0.9;0.09;0.44;7.08;496
0.9;0.1;0.44;7.2;496
0.9;0.11;0.44;7.32;496
0.9;0.12;0.44;7.44;496
0.9;0.13;0.44;7.56;496
0.9;0.14;0.44;7.68;496
0.9;0.15;0.44;7.8;496
0.9;0.16;0.44;7.92;496
0.9;0.17;0.44;8.04;496
0.9;0.18;0.44;8.16;496
0.9;0.19;0.44;8.28;496
0.9;0.2;0.44;8.4;496
0.9;0.21;0.44;8.52;496
0.9;0.22;0.44;8.64;496
0.9;0.23;0.44;8.76;496
0.9;0.24;0.44;8.88;496
0.9;0.25;0.44;9;496
0.9;0.26;0.44;9.12;496
0.9;0.27;0.44;9.24;496
0.9;0.28;0.44;9.36;496
0.9;0.29;0.44;9.48;496
0.9;0.3;0.44;9.6;496
0.9;0.31;0.44;9.72;496
0.9;0.32;0.44;9.84;496
0.9;0.33;0.44;9.96;496
0.9;0.34;0.44;10.08;496
0.9;0.35;0.44;10.2;496
0.9;0.36;0.44;10.32;496
0.9;0.37;0.44;10.44;496
0.9;0.38;0.44;10.56;496
0.9;0.39;0.44;10.68;496
0.9;0.4;0.44;10.8;496
0.9;0;0.45;6;505
0.9;0.01;0.45;6.12;505
0.9;0.02;0.45;6.24;505
0.9;0.03;0.45;6.36;505
0.9;0.04;0.45;6.48;505
0.9;0.05;0.45;6.6;505
0.9;0.06;0.45;6.72;505
0.9;0.07;0.45;6.84;505
0.9;0.08;0.45;6.96;505
0.9;0.09;0.45;7.08;505
0.9;0.1;0.45;7.2;505
0.9;0.11;0.45;7.32;505
0.9;0.12;0.45;7.44;505
0.9;0.13;0.45;7.56;505
0.9;0.14;0.45;7.68;505
0.9;0.15;0.45;7.8;505
0.9;0.16;0.45;7.92;505
0.9;0.17;0.45;8.04;505
0.9;0.18;0.45;8.16;505
0.9;0.19;0.45;8.28;505
0.9;0.2;0.45;8.4;505
0.9;0.21;0.45;8.52;505
0.9;0.22;0.45;8.64;505
0.9;0.23;0.45;8.76;505
0.9;0.24;0.45;8.88;505
0.9;0.25;0.45;9;505
0.9;0.26;0.45;9.12;505
0.9;0.27;0.45;9.24;505
0.9;0.28;0.45;9.36;505
0.9;0.29;0.45;9.48;505
0.9;0.3;0.45;9.6;505
0.9;0.31;0.45;9.72;505
0.9;0.32;0.45;9.84;505
0.9;0.33;0.45;9.96;505
0.9;0.34;0.45;10.08;505
0.9;0.35;0.45;10.2;505
0.9;0.36;0.45;10.32;505
0.9;0.37;0.45;10.44;505
0.9;0.38;0.45;10.56;505
0.9;0.39;0.45;10.68;505
0.9;0.4;0.45;10.8;505
0.9;0;0.46;6;514
0.9;0.01;0.46;6.12;514
0.9;0.02;0.46;6.24;514
0.9;0.03;0.46;6.36;514
0.9;0.04;0.46;6.48;514
0.9;0.05;0.46;6.6;514
0.9;0.06;0.46;6.72;514
0.9;0.07;0.46;6.84;514
0.9;0.08;0.46;6.96;514
0.9;0.09;0.46;7.08;514
0.9;0.1;0.46;7.2;514
0.9;0.11;0.46;7.32;514
0.9;0.12;0.46;7.44;514
0.9;0.13;0.46;7.56;514
0.9;0.14;0.46;7.68;514
0.9;0.15;0.46;7.8;514
0.9;0.16;0.46;7.92;514
0.9;0.17;0.46;8.04;514
0.9;0.18;0.46;8.16;514
0.9;0.19;0.46;8.28;514
0.9;0.2;0.46;8.4;514
0.9;0.21;0.46;8.52;514
0.9;0.22;0.46;8.64;514
0.9;0.23;0.46;8.76;514
0.9;0.24;0.46;8.88;514
0.9;0.25;0.46;9;514
0.9;0.26;0.46;9.12;514
0.9;0.27;0.46;9.24;514
0.9;0.28;0.46;9.36;514
0.9;0.29;0.46;9.48;514
0.9;0.3;0.46;9.6;514
0.9;0.31;0.46;9.72;514
0.9;0.32;0.46;9.84;514
0.9;0.33;0.46;9.96;514
0.9;0.34;0.46;10.08;514
0.9;0.35;0.46;10.2;514
0.9;0.36;0.46;10.32;514
0.9;0.37;0.46;10.44;514
0.9;0.38;0.46;10.56;514
0.9;0.39;0.46;10.68;514
0.9;0.4;0.46;10.8;514
0.9;0;0.47;6;523
0.9;0.01;0.47;6.12;523
0.9;0.02;0.47;6.24;523
0.9;0.03;0.47;6.36;523
0.9;0.04;0.47;6.48;523
0.9;0.05;0.47;6.6;523
0.9;0.06;0.47;6.72;523
0.9;0.07;0.47;6.84;523
0.9;0.08;0.47;6.96;523
0.9;0.09;0.47;7.08;523
0.9;0.1;0.47;7.2;523
0.9;0.11;0.47;7.32;523
0.9;0.12;0.47;7.44;523
0.9;0.13;0.47;7.56;523
0.9;0.14;0.47;7.68;523
0.9;0.15;0.47;7.8;523
0.9;0.16;0.47;7.92;523
0.9;0.17;0.47;8.04;523
0.9;0.18;0.47;8.16;523
0.9;0.19;0.47;8.28;523
0.9;0.2;0.47;8.4;523
0.9;0.21;0.47;8.52;523
0.9;0.22;0.47;8.64;523
0.9;0.23;0.47;8.76;523
0.9;0.24;0.47;8.88;523
0.9;0.25;0.47;9;523
0.9;0.26;0.47;9.12;523
0.9;0.27;0.47;9.24;523
0.9;0.28;0.47;9.36;523
0.9;0.29;0.47;9.48;523
0.9;0.3;0.47;9.6;523
0.9;0.31;0.47;9.72;523
0.9;0.32;0.47;9.84;523
0.9;0.33;0.47;9.96;523
0.9;0.34;0.47;10.08;523
0.9;0.35;0.47;10.2;523
0.9;0.36;0.47;10.32;523
0.9;0.37;0.47;10.44;523
0.9;0.38;0.47;10.56;523
0.9;0.39;0.47;10.68;523
0.9;0.4;0.47;10.8;523
0.9;0;0.48;6;532
0.9;0.01;0.48;6.12;532
0.9;0.02;0.48;6.24;532
0.9;0.03;0.48;6.36;532
0.9;0.04;0.48;6.48;532
0.9;0.05;0.48;6.6;532
0.9;0.06;0.48;6.72;532
0.9;0.07;0.48;6.84;532
0.9;0.08;0.48;6.96;532
0.9;0.09;0.48;7.08;532
0.9;0.1;0.48;7.2;532
0.9;0.11;0.48;7.32;532
0.9;0.12;0.48;7.44;532
0.9;0.13;0.48;7.56;532
0.9;0.14;0.48;7.68;532
0.9;0.15;0.48;7.8;532
0.9;0.16;0.48;7.92;532
0.9;0.17;0.48;8.04;532
0.9;0.18;0.48;8.16;532
0.9;0.19;0.48;8.28;532
0.9;0.2;0.48;8.4;532
0.9;0.21;0.48;8.52;532
0.9;0.22;0.48;8.64;532
0.9;0.23;0.48;8.76;532
0.9;0.24;0.48;8.88;532
0.9;0.25;0.48;9;532
0.9;0.26;0.48;9.12;532
0.9;0.27;0.48;9.24;532
0.9;0.28;0.48;9.36;532
0.9;0.29;0.48;9.48;532
0.9;0.3;0.48;9.6;532
0.9;0.31;0.48;9.72;532
0.9;0.32;0.48;9.84;532
0.9;0.33;0.48;9.96;532
0.9;0.34;0.48;10.08;532
0.9;0.35;0.48;10.2;532
0.9;0.36;0.48;10.32;532
0.9;0.37;0.48;10.44;532
0.9;0.38;0.48;10.56;532
0.9;0.39;0.48;10.68;532
0.9;0.4;0.48;10.8;532
0.9;0;0.49;6;541
0.9;0.01;0.49;6.12;541
0.9;0.02;0.49;6.24;541
0.9;0.03;0.49;6.36;541
0.9;0.04;0.49;6.48;541
0.9;0.05;0.49;6.6;541
0.9;0.06;0.49;6.72;541
0.9;0.07;0.49;6.84;541
0.9;0.08;0.49;6.96;541
0.9;0.09;0.49;7.08;541
0.9;0.1;0.49;7.2;541
0.9;0.11;0.49;7.32;541
0.9;0.12;0.49;7.44;541
0.9;0.13;0.49;7.56;541
0.9;0.14;0.49;7.68;541
0.9;0.15;0.49;7.8;541
0.9;0.16;0.49;7.92;541
0.9;0.17;0.49;8.04;541
0.9;0.18;0.49;8.16;541
0.9;0.19;0.49;8.28;541
0.9;0.2;0.49;8.4;541
0.9;0.21;0.49;8.52;541
0.9;0.22;0.49;8.64;541
0.9;0.23;0.49;8.76;541
0.9;0.24;0.49;8.88;541
0.9;0.25;0.49;9;541
0.9;0.26;0.49;9.12;541
0.9;0.27;0.49;9.24;541
0.9;0.28;0.49;9.36;541
0.9;0.29;0.49;9.48;541
0.9;0.3;0.49;9.6;541
0.9;0.31;0.49;9.72;541
0.9;0.32;0.49;9.84;541
0.9;0.33;0.49;9.96;541
0.9;0.34;0.49;10.08;541
0.9;0.35;0.49;10.2;541
0.9;0.36;0.49;10.32;541
0.9;0.37;0.49;10.44;541
0.9;0.38;0.49;10.56;541
0.9;0.39;0.49;10.68;541
0.9;0.4;0.49;10.8;541
0.9;0;0.5;6;550
0.9;0.01;0.5;6.12;550
0.9;0.02;0.5;6.24;550
0.9;0.03;0.5;6.36;550
0.9;0.04;0.5;6.48;550
0.9;0.05;0.5;6.6;550
0.9;0.06;0.5;6.72;550
0.9;0.07;0.5;6.84;550
0.9;0.08;0.5;6.96;550
0.9;0.09;0.5;7.08;550
0.9;0.1;0.5;7.2;550
0.9;0.11;0.5;7.32;550
0.9;0.12;0.5;7.44;550
0.9;0.13;0.5;7.56;550
0.9;0.14;0.5;7.68;550
0.9;0.15;0.5;7.8;550
0.9;0.16;0.5;7.92;550
0.9;0.17;0.5;8.04;550
0.9;0.18;0.5;8.16;550
0.9;0.19;0.5;8.28;550
0.9;0.2;0.5;8.4;550
0.9;0.21;0.5;8.52;550
0.9;0.22;0.5;8.64;550
0.9;0.23;0.5;8.76;550
0.9;0.24;0.5;8.88;550
0.9;0.25;0.5;9;550
0.9;0.26;0.5;9.12;550
0.9;0.27;0.5;9.24;550
0.9;0.28;0.5;9.36;550
0.9;0.29;0.5;9.48;550
0.9;0.3;0.5;9.6;550
0.9;0.31;0.5;9.72;550
0.9;0.32;0.5;9.84;550
0.9;0.33;0.5;9.96;550
0.9;0.34;0.5;10.08;550
0.9;0.35;0.5;10.2;550
0.9;0.36;0.5;10.32;550
0.9;0.37;0.5;10.44;550
0.9;0.38;0.5;10.56;550
0.9;0.39;0.5;10.68;550
0.9;0.4;0.5;10.8;550
